community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id,year,total_population
Shungnak,1413983,70100,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.8880556,-157.1363889,Northwest Arctic,c7c0d5ad-dab5-40d3-bfd2-abd8a8969c17,1991,220
Saint Mary's,1398261,66140,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.0530556,-163.1658333,Lower Yukon-Kuskokwim,1ad37cec-4f93-4135-ac2f-03faf342a1b7,1991,446
Kake,1422926,36770,Petersburg Census Area,2516404,99195,195,0,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203.",Sealaska Corporation,56.9758333,-133.9472222,Southeast,9aa30fae-6452-4097-83b9-10a4cd761165,1991,711
Diomede,1401213,19060,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.7537652,-168.9231500,Bering Straits,9770db48-3493-41e4-b104-a4f5ea1a723a,1991,175
Tuluksak,1411295,78790,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.1025000,-160.9616667,Lower Yukon-Kuskokwim,8740efb7-559f-49ea-ab3b-519debc195a3,1991,372
Metlakatla,1423661,48870,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.1291667,-131.5722222,Southeast,b8384cdc-89f6-458a-94b7-a21c8b73be33,1991,1489
Fort Yukon,1402276,26760,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.5647222,-145.2738889,Yukon-Koyukuk/Upper Tanana,55046141-8e15-453b-8d4b-377858142554,1991,600
Goodnews Bay,1415910,29290,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.1188889,-161.5875000,Lower Yukon-Kuskokwim,e3b95016-4d9a-4f3b-a38b-9991cf5fdc99,1991,235
Holy Cross,1403447,33030,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.1994444,-159.7713889,Yukon-Koyukuk/Upper Tanana,11ab6f2b-cfe3-41be-b6e5-aaa0a1f88f28,1991,266
Dillingham,1401203,18950,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0397222,-158.4575000,Bristol Bay,44c25e97-55c1-4587-b3f6-8e4e27bf5c65,1991,2118
Port Alsworth,1408208,62620,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",,60.2025000,-154.3127778,Bristol Bay,eafa9307-aba9-408e-9205-49add3d28813,1991,54
Port Alexander,1424551,62510,Petersburg Census Area,2516404,99195,195,0,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203.",,56.2497222,-134.6444444,,0df75627-2c5f-40bb-98c5-30b72c8c78af,1991,115
Tuntutuliak,1411324,79120,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.3430556,-162.6630556,Lower Yukon-Kuskokwim,ac960487-de00-46db-9577-ad854a643375,1991,299
Healy Lake,2419534,32310,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.","Doyon, Limited",63.9872308,-144.6998325,Yukon-Koyukuk/Upper Tanana,6749ff1b-904b-40d3-95a9-4737cfd53249,1991,49
Selawik,1413930,68230,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.6038889,-160.0069444,Northwest Arctic,93eafa16-4a9d-4d9a-8ece-50cd4ff2b364,1991,593
Savoonga,1409106,67460,Nome Census Area,1419977,99180,180,0,,,63.6941667,-170.4788889,Bering Straits,923b8c80-42ae-4db8-8b32-88bc399ab416,1991,543
Kaktovik,1404349,36990,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,70.1319444,-143.6238889,North Slope,d3b6b64d-90c9-4cec-8fe9-4d3b910a7b01,1991,218
Tununak,1410644,79230,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5855556,-165.2558333,Lower Yukon-Kuskokwim,b3b97917-176e-4ace-9b18-8d5760bfd5bb,1991,333
Delta Junction,1401104,18620,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,64.0377778,-145.7322222,Railbelt,225541d2-3491-4ea7-ac9b-d79f001ee3fc,1991,681
Twin Hills,1416737,79780,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0791667,-160.2750000,Bristol Bay,41aeb3a3-628f-41c0-bdc3-f9a2fb9d8f19,1991,72
Lower Kalskag,1405763,45460,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.5122222,-160.3580556,Lower Yukon-Kuskokwim,6b517207-fff8-42d5-a914-21337156b33f,1991,305
Point Lay,1408115,61700,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,69.7438570,-163.0084420,North Slope,d838c9ef-9ae5-4c4c-91ea-ebef6e48bf5d,1991,138
Stony River,1410241,73400,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.7830556,-156.5880556,Lower Yukon-Kuskokwim,3a81f0c7-b00c-4be3-8eaa-3eef29610985,1991,48
Shishmaref,1409434,69770,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,66.2566667,-166.0719444,Bering Straits,c075af9a-a51e-47bb-9dfb-60fd2513da0a,1991,465
Deering,1412894,18510,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.0755556,-162.7172222,Northwest Arctic,a4fffa30-0aa6-4d10-8399-d86e555a9182,1991,154
Unalakleet,1411517,80660,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,63.8730556,-160.7880556,Bering Straits,57a6ea26-a741-4233-8ca5-48e47a21869f,1991,727
Point Hope,1408110,61630,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,68.3486111,-166.7347222,North Slope,7de8d732-febd-4a66-9837-001caaab4361,1991,668
Hughes,1403596,33910,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.0488889,-154.2555556,Yukon-Koyukuk/Upper Tanana,4a615452-5e25-422a-85f3-c6b7307be136,1991,51
Kalskag,1404378,81320,Bethel Census Area,1419966,99050,50,0,,"Koniag, Incorporated",61.5372222,-160.3052778,Lower Yukon-Kuskokwim,fcc2db94-2e36-4e5c-b35f-3768faf942fa,1991,197
Wasilla,1411788,83080,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5813889,-149.4394444,Railbelt,1120cf75-5bf9-47bb-a468-2589b2b89ffe,1991,4148
Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013,1991,38
Grayling,1402921,30060,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.9036111,-160.0647222,Yukon-Koyukuk/Upper Tanana,8753c4bc-aaed-431c-8d34-5f37fead934a,1991,197
Nightmute,1407008,53930,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.4794444,-164.7238889,Lower Yukon-Kuskokwim,afb04cee-3c95-4b2f-bdf7-8f5e07c503c4,1991,146
Unalaska,1419424,80770,Aleutians West Census Area,1419965,99016,16,0,"Created from the remainder of the former Aleutian Islands Census Area (02-010) when the new Aleutians East Borough (02-013) was created effective October 23, 1987; 1980 population: 6,125.",Aleut Corporation,53.8736111,-166.5366667,Aleutians,bc972abc-3475-4cab-bf2f-df84f7741efe,1991,3365
Crooked Creek,1400824,17850,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.8700000,-158.1108333,Lower Yukon-Kuskokwim,887dd41c-5594-49b8-b7b9-0c9255a36e77,1991,112
Ridgeway,1866972,65345,Kenai Peninsula Borough,1419972,99122,122,0,,,60.5319444,-151.0852778,Railbelt,c4c1646c-ddb2-4dcc-86c0-b2352babf56e,1991,2105
Kodiak Station,2418665,41210,Kodiak Island Borough,1419974,99150,150,0,,,57.7658667,-152.6000400,Kodiak,6876b873-4295-4312-9e2b-4af16efb9555,1991,1286
Nanwalek,1412986,52210,Kenai Peninsula Borough,1419972,99122,122,0,,Chugach Alaska Corporation,59.3563889,-151.9208333,Railbelt,a40c5644-a2b3-4bf9-a05d-e5c13b810dd0,1991,159
Valdez,1412465,82200,Valdez-Cordova Census Area,1419984,99261,261,0,,Chugach Alaska Corporation,61.1308333,-146.3483333,Copper River/Chugach,45aecac6-0726-4d62-a20e-b5fa1ec6dbe8,1991,3996
Seldovia,1413937,68340,Kenai Peninsula Borough,1419972,99122,122,0,,"Cook Inlet Region, Incorporated",59.4380556,-151.7113889,Railbelt,59e7dbcf-a1db-4ce3-996b-85175e7e5595,1991,299
Craig,1421260,17740,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",Sealaska Corporation,55.4763889,-133.1483333,Southeast,03f82d00-0463-4dfc-b0e5-536ef93f176e,1991,1415
Point Baker,1424323,61190,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,56.3527778,-133.6211111,Southeast,f14464e9-869a-4682-b7d2-1f47fd5e873f,1991,38
Venetie,1411644,82420,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,67.0138889,-146.4186111,Yukon-Koyukuk/Upper Tanana,916b06db-23c9-4c32-9ea2-2ab0b342199b,1991,204
Newtok,1406985,53820,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9427778,-164.6294444,Lower Yukon-Kuskokwim,272a57f6-7fcd-4399-baf2-123e4a420e93,1991,209
Kaltag,1404379,37430,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.3272222,-158.7219444,Yukon-Koyukuk/Upper Tanana,1c478003-280c-46e8-b893-f98ffa651efe,1991,238
Evansville,1401936,23790,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.9227778,-151.5080556,Yukon-Koyukuk/Upper Tanana,ef00bfe9-e951-423e-852e-6c3fd090209f,1991,26
Takotna,1410562,74610,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.9886111,-156.0641667,Yukon-Koyukuk/Upper Tanana,917679b9-be2d-4b05-94af-22856a03a9b3,1991,31
Shaktoolik,1669434,68890,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,64.3338889,-161.1538889,Bering Straits,714db5e4-899f-423c-a78d-e2396ee6bfe8,1991,188
Cordova,1421215,17410,Valdez-Cordova Census Area,1419984,99261,261,0,,Chugach Alaska Corporation,60.5427778,-145.7575000,Copper River/Chugach,19933dbf-2637-4b88-ba6a-9021796c9354,1991,2140
Wainwright,1411728,82750,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,70.6369444,-160.0383333,North Slope,7abfd6d5-43bf-4bf2-b1bd-486dd9801b97,1991,496
Alakanuk,1398042,1200,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.6888889,-164.6152778,Lower Yukon-Kuskokwim,ce7e59f5-2ed0-4555-8468-0a18a3a36191,1991,568
Cold Bay,1418448,16530,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,55.1858333,-162.7211111,Aleutians,043ef124-57d0-4477-803b-9803a5a64e03,1991,128
Kachemak,1413247,36540,Kenai Peninsula Borough,1419972,99122,122,0,,,59.6700000,-151.4341667,Railbelt,b5a177f1-ee19-44fb-a053-94fd9ae96d0b,1991,368
Healy,1403275,32150,Denali Borough,1419988,99068,68,0,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682.",,63.8569444,-148.9661111,Railbelt,7efc08e9-545e-4dda-aaa9-d35176afb7e5,1991,509
Kwigillingok,1405122,42490,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.8644444,-163.1341667,Lower Yukon-Kuskokwim,240d8e7e-eb06-4c50-a167-9626412459ce,1991,276
Gustavus,1403078,30940,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,58.4133333,-135.7369444,Southeast,74866bc7-44d7-4184-9c42-2bf36bea4fec,1991,256
Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f,1991,464
Karluk,1404456,37540,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",57.5719444,-154.4555556,Kodiak,2d985aa9-e05e-4dff-8e44-e14973dc3f9b,1991,72
Wales,1404755,82860,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.6091667,-168.0875000,Bering Straits,8013f28c-6207-4254-8100-f279957cff10,1991,158
Platinum,1408072,61080,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.0130556,-161.8163889,Lower Yukon-Kuskokwim,5f5caa4c-16c5-4214-a132-288746986df0,1991,53
Homer,1413141,33140,Kenai Peninsula Borough,1419972,99122,122,0,,,59.6425000,-151.5483333,Railbelt,9c16b6f1-1486-4cf4-a1ff-21a74ecd4967,1991,3700
South Naknek,1409961,72190,Bristol Bay Borough,1419967,99060,60,0,,Bristol Bay Native Corporation,58.7155556,-156.9980556,Bristol Bay,30ff920d-849e-4326-9fb2-4bffd8704967,1991,147
Whale Pass,1744590,84000,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,56.1152778,-133.1208333,Southeast,af275217-6ab8-4442-a7a8-047c865e2b6f,1991,91
Kasaan,1404468,37650,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",Sealaska Corporation,55.5388889,-132.4008333,Southeast,86bf03e7-a916-43d9-a99b-faf796d0d507,1991,52
McGrath,1406131,46010,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.9563889,-155.5958333,Yukon-Koyukuk/Upper Tanana,e87f0b43-c6a0-4c7f-b013-dbbf132f4a3e,1991,528
